"Variable","Annotation","Modifier","Comment"
"[mPendingTasks = new LinkedList<Message>()]","[]","[PRIVATE, FINAL]","Optional[/**
 * Temporary queue, saving the messages until the connection will be established, afterwards,
 * only mHandler will receive the messages
 */
]"
"[mListener = new InternalListener()]","[]","[PRIVATE, FINAL]","Optional[/**
 * The Listener that will receive all the callbacks
 */
]"
"[mInternalListener]","[]","[PRIVATE]","Optional.empty"
"[MSG_BEGINNING_OF_SPEECH = 1]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[MSG_BUFFER_RECEIVED = 2]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[MSG_END_OF_SPEECH = 3]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[MSG_ERROR = 4]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[MSG_READY_FOR_SPEECH = 5]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[MSG_RESULTS = 6]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[MSG_PARTIAL_RESULTS = 7]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[MSG_RMS_CHANGED = 8]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[MSG_ON_EVENT = 9]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[mInternalHandler = new Handler() {

    @Override
    public void handleMessage(Message msg) {
        if (mInternalListener == null) {
            return;
        }
        switch(msg.what) {
            case MSG_BEGINNING_OF_SPEECH:
                mInternalListener.onBeginningOfSpeech();
                break;
            case MSG_BUFFER_RECEIVED:
                mInternalListener.onBufferReceived((byte[]) msg.obj);
                break;
            case MSG_END_OF_SPEECH:
                mInternalListener.onEndOfSpeech();
                break;
            case MSG_ERROR:
                mInternalListener.onError((Integer) msg.obj);
                break;
            case MSG_READY_FOR_SPEECH:
                mInternalListener.onReadyForSpeech((Bundle) msg.obj);
                break;
            case MSG_RESULTS:
                mInternalListener.onResults((Bundle) msg.obj);
                break;
            case MSG_PARTIAL_RESULTS:
                mInternalListener.onPartialResults((Bundle) msg.obj);
                break;
            case MSG_RMS_CHANGED:
                mInternalListener.onRmsChanged((Float) msg.obj);
                break;
            case MSG_ON_EVENT:
                mInternalListener.onEvent(msg.arg1, (Bundle) msg.obj);
                break;
        }
    }
}]","[]","[PRIVATE, FINAL]","Optional.empty"
"[TAG_ARRAYITEM = ""value""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[ATTR_NAME = ""name""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[ACTION_PAIRING_CANCEL = ""android.bluetooth.device.action.PAIRING_CANCEL""]","[@SdkConstant(SdkConstantType.BROADCAST_INTENT_ACTION)]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[ACTION_CONNECTION_ACCESS_REQUEST = ""android.bluetooth.device.action.CONNECTION_ACCESS_REQUEST""]","[@SdkConstant(SdkConstantType.BROADCAST_INTENT_ACTION)]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[ACTION_CONNECTION_ACCESS_REPLY = ""android.bluetooth.device.action.CONNECTION_ACCESS_REPLY""]","[@SdkConstant(SdkConstantType.BROADCAST_INTENT_ACTION)]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[ACTION_CONNECTION_ACCESS_CANCEL = ""android.bluetooth.device.action.CONNECTION_ACCESS_CANCEL""]","[@SdkConstant(SdkConstantType.BROADCAST_INTENT_ACTION)]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[EXTRA_ACCESS_REQUEST_TYPE = ""android.bluetooth.device.extra.ACCESS_REQUEST_TYPE""]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Used as an extra field in {@link #ACTION_CONNECTION_ACCESS_REQUEST} intent.
 * @hide
 */
]"
"[REQUEST_TYPE_PROFILE_CONNECTION = 1]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[REQUEST_TYPE_PHONEBOOK_ACCESS = 2]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[REQUEST_TYPE_MESSAGE_ACCESS = 3]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[REQUEST_TYPE_SIM_ACCESS = 4]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[EXTRA_PACKAGE_NAME = ""android.bluetooth.device.extra.PACKAGE_NAME""]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Used as an extra field in {@link #ACTION_CONNECTION_ACCESS_REQUEST} intents,
 * Contains package name to return reply intent to.
 * @hide
 */
]"
"[EXTRA_CLASS_NAME = ""android.bluetooth.device.extra.CLASS_NAME""]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Used as an extra field in {@link #ACTION_CONNECTION_ACCESS_REQUEST} intents,
 * Contains class name to return reply intent to.
 * @hide
 */
]"
"[EXTRA_CONNECTION_ACCESS_RESULT = ""android.bluetooth.device.extra.CONNECTION_ACCESS_RESULT""]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Used as an extra field in {@link #ACTION_CONNECTION_ACCESS_REPLY} intent.
 * @hide
 */
]"
"[CONNECTION_ACCESS_YES = 1]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[CONNECTION_ACCESS_NO = 2]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[EXTRA_ALWAYS_ALLOWED = ""android.bluetooth.device.extra.ALWAYS_ALLOWED""]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Used as an extra field in {@link #ACTION_CONNECTION_ACCESS_REPLY} intents,
 * Contains boolean to indicate if the allowed response is once-for-all so that
 * next request will be granted without asking user again.
 * @hide
 */
]"
"[BOND_SUCCESS = 0]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * A bond attempt succeeded
 * @hide
 */
]"
"[UNBOND_REASON_AUTH_FAILED = 1]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * A bond attempt failed because pins did not match, or remote device did
 * not respond to pin request in time
 * @hide
 */
]"
"[UNBOND_REASON_AUTH_REJECTED = 2]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * A bond attempt failed because the other side explicitly rejected
 * bonding
 * @hide
 */
]"
"[UNBOND_REASON_AUTH_CANCELED = 3]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * A bond attempt failed because we canceled the bonding process
 * @hide
 */
]"
"[UNBOND_REASON_REMOTE_DEVICE_DOWN = 4]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * A bond attempt failed because we could not contact the remote device
 * @hide
 */
]"
"[UNBOND_REASON_DISCOVERY_IN_PROGRESS = 5]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * A bond attempt failed because a discovery is in progress
 * @hide
 */
]"
"[UNBOND_REASON_AUTH_TIMEOUT = 6]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * A bond attempt failed because of authentication timeout
 * @hide
 */
]"
"[UNBOND_REASON_REPEATED_ATTEMPTS = 7]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * A bond attempt failed because of repeated attempts
 * @hide
 */
]"
"[UNBOND_REASON_REMOTE_AUTH_CANCELED = 8]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * A bond attempt failed because we received an Authentication Cancel
 * by remote end
 * @hide
 */
]"
"[UNBOND_REASON_REMOVED = 9]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * An existing bond was explicitly revoked
 * @hide
 */
]"
"[PAIRING_VARIANT_PIN = 0]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * The user will be prompted to enter a pin or
 * an app will enter a pin for user.
 */
]"
"[PAIRING_VARIANT_PASSKEY = 1]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * The user will be prompted to enter a passkey
 * @hide
 */
]"
"[PAIRING_VARIANT_PASSKEY_CONFIRMATION = 2]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * The user will be prompted to confirm the passkey displayed on the screen or
 * an app will confirm the passkey for the user.
 */
]"
"[PAIRING_VARIANT_CONSENT = 3]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * The user will be prompted to accept or deny the incoming pairing request
 * @hide
 */
]"
"[PAIRING_VARIANT_DISPLAY_PASSKEY = 4]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * The user will be prompted to enter the passkey displayed on remote device
 * This is used for Bluetooth 2.1 pairing.
 * @hide
 */
]"
"[PAIRING_VARIANT_DISPLAY_PIN = 5]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * The user will be prompted to enter the PIN displayed on remote device.
 * This is used for Bluetooth 2.0 pairing.
 * @hide
 */
]"
"[PAIRING_VARIANT_OOB_CONSENT = 6]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * The user will be prompted to accept or deny the OOB pairing request
 * @hide
 */
]"
"[PAIRING_VARIANT_PIN_16_DIGITS = 7]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * The user will be prompted to enter a 16 digit pin or
 * an app will enter a 16 digit pin for user.
 * @hide
 */
]"
"[EXTRA_UUID = ""android.bluetooth.device.extra.UUID""]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Used as an extra field in {@link #ACTION_UUID} intents,
 * Contains the {@link android.os.ParcelUuid}s of the remote device which
 * is a parcelable version of {@link UUID}.
 */
]"
"[EXTRA_SDP_RECORD = ""android.bluetooth.device.extra.SDP_RECORD""]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[EXTRA_SDP_SEARCH_STATUS = ""android.bluetooth.device.extra.SDP_SEARCH_STATUS""]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[ACCESS_UNKNOWN = 0]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * For {@link #getPhonebookAccessPermission}, {@link #setPhonebookAccessPermission},
 * {@link #getMessageAccessPermission} and {@link #setMessageAccessPermission}.
 * @hide
 */
]"
"[ACCESS_ALLOWED = 1]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * For {@link #getPhonebookAccessPermission}, {@link #setPhonebookAccessPermission},
 * {@link #getMessageAccessPermission} and {@link #setMessageAccessPermission}.
 * @hide
 */
]"
"[ACCESS_REJECTED = 2]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * For {@link #getPhonebookAccessPermission}, {@link #setPhonebookAccessPermission},
 * {@link #getMessageAccessPermission} and {@link #setMessageAccessPermission}.
 * @hide
 */
]"
"[TRANSPORT_AUTO = 0]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * No preferrence of physical transport for GATT connections to remote dual-mode devices
 */
]"
"[TRANSPORT_BREDR = 1]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Prefer BR/EDR transport for GATT connections to remote dual-mode devices
 */
]"
"[TRANSPORT_LE = 2]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Prefer LE transport for GATT connections to remote dual-mode devices
 */
]"
"[EXTRA_MAS_INSTANCE = ""android.bluetooth.device.extra.MAS_INSTANCE""]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * @hide
 */
]"
"[sService]","[]","[PRIVATE, STATIC]","Optional[/**
 * Lazy initialization. Guaranteed final after first object constructed, or
 * getService() called.
 * TODO: Unify implementation of sService amongst BluetoothFoo API's
 */
]"
"[mAddress]","[]","[PRIVATE, FINAL]","Optional.empty"
"[mStateChangeCallback = new IBluetoothManagerCallback.Stub() {

    public void onBluetoothServiceUp(IBluetooth bluetoothService) throws RemoteException {
        synchronized (BluetoothDevice.class) {
            if (sService == null) {
                sService = bluetoothService;
            }
        }
    }

    public void onBluetoothServiceDown() throws RemoteException {
        synchronized (BluetoothDevice.class) {
            sService = null;
        }
    }

    public void onBrEdrDown() {
        if (DBG)
            Log.d(TAG, ""onBrEdrDown: reached BLE ON state"");
    }
}]","[]","[STATIC]","Optional.empty"
"[CREATOR = new Parcelable.Creator<BluetoothDevice>() {

    public BluetoothDevice createFromParcel(Parcel in) {
        return new BluetoothDevice(in.readString());
    }

    public BluetoothDevice[] newArray(int size) {
        return new BluetoothDevice[size];
    }
}]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[nextIdle]","[]","[]","Optional.empty"
"[profilerInfo]","[]","[]","Optional.empty"
"[activityInfo]","[]","[]","Optional.empty"
"[compatInfo]","[]","[]","Optional.empty"
"[packageInfo]","[]","[]","Optional.empty"
"[pendingResults]","[]","[]","Optional.empty"
"[pendingIntents]","[]","[]","Optional.empty"
"[startsNotResumed]","[]","[]","Optional.empty"
"[isForward]","[]","[]","Optional.empty"
"[pendingConfigChanges]","[]","[]","Optional.empty"
"[onlyLocalRequest]","[]","[]","Optional.empty"
"[mPendingRemoveWindow]","[]","[]","Optional.empty"
"[mPendingRemoveWindowManager]","[]","[]","Optional.empty"
"[mNames]","[]","[FINAL]","Optional.empty"
"[mProvider]","[]","[FINAL]","Optional.empty"
"[mLocalProvider]","[]","[FINAL]","Optional.empty"
"[mHolder]","[]","[FINAL]","Optional.empty"
"[intents]","[]","[]","Optional.empty"
"[token]","[]","[]","Optional.empty"
"[intent]","[]","[]","Optional.empty"
"[info]","[]","[]","Optional.empty"
"[compatInfo]","[]","[]","Optional.empty"
"[appInfo]","[]","[]","Optional.empty"
"[compatInfo]","[]","[]","Optional.empty"
"[backupMode]","[]","[]","Optional.empty"
"[token]","[]","[]","Optional.empty"
"[info]","[]","[]","Optional.empty"
"[compatInfo]","[]","[]","Optional.empty"
"[intent]","[]","[]","Optional.empty"
"[token]","[]","[]","Optional.empty"
"[intent]","[]","[]","Optional.empty"
"[rebind]","[]","[]","Optional.empty"
"[token]","[]","[]","Optional.empty"
"[taskRemoved]","[]","[]","Optional.empty"
"[startId]","[]","[]","Optional.empty"
"[flags]","[]","[]","Optional.empty"
"[args]","[]","[]","Optional.empty"
"[info]","[]","[]","Optional.empty"
"[processName]","[]","[]","Optional.empty"
"[appInfo]","[]","[]","Optional.empty"
"[providers]","[]","[]","Optional.empty"
"[instrumentationName]","[]","[]","Optional.empty"
"[instrumentationArgs]","[]","[]","Optional.empty"
"[instrumentationWatcher]","[]","[]","Optional.empty"
"[instrumentationUiAutomationConnection]","[]","[]","Optional.empty"
"[debugMode]","[]","[]","Optional.empty"
"[enableOpenGlTrace]","[]","[]","Optional.empty"
"[restrictedBackupMode]","[]","[]","Optional.empty"
"[persistent]","[]","[]","Optional.empty"
"[config]","[]","[]","Optional.empty"
"[compatInfo]","[]","[]","Optional.empty"
"[initProfilerInfo]","[]","[]","Optional[/**
 * Initial values for {@link Profiler}.
 */
]"
"[profileFile]","[]","[]","Optional.empty"
"[profileFd]","[]","[]","Optional.empty"
"[samplingInterval]","[]","[]","Optional.empty"
"[autoStopProfiler]","[]","[]","Optional.empty"
"[profiling]","[]","[]","Optional.empty"
"[handlingProfiling]","[]","[]","Optional.empty"
"[fd]","[]","[]","Optional.empty"
"[token]","[]","[]","Optional.empty"
"[prefix]","[]","[]","Optional.empty"
"[args]","[]","[]","Optional.empty"
"[token]","[]","[]","Optional.empty"
"[results]","[]","[]","Optional.empty"
"[context]","[]","[]","Optional.empty"
"[what]","[]","[]","Optional.empty"
"[who]","[]","[]","Optional.empty"
"[path]","[]","[]","Optional.empty"
"[fd]","[]","[]","Optional.empty"
"[pkg]","[]","[]","Optional.empty"
"[info]","[]","[]","Optional.empty"
"[activityToken]","[]","[]","Optional.empty"
"[requestToken]","[]","[]","Optional.empty"
"[requestType]","[]","[]","Optional.empty"
"[activityToken]","[]","[FINAL]","Optional.empty"
"[overrideConfig]","[]","[FINAL]","Optional.empty"
"[DB_INFO_FORMAT = ""  %8s %8s %14s %14s  %s""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[mLastProcessState = -1]","[]","[PRIVATE]","Optional.empty"
"[LAUNCH_ACTIVITY = 100]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[PAUSE_ACTIVITY = 101]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[PAUSE_ACTIVITY_FINISHING = 102]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[STOP_ACTIVITY_SHOW = 103]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[STOP_ACTIVITY_HIDE = 104]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[SHOW_WINDOW = 105]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[HIDE_WINDOW = 106]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[RESUME_ACTIVITY = 107]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[SEND_RESULT = 108]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[DESTROY_ACTIVITY = 109]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[BIND_APPLICATION = 110]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[EXIT_APPLICATION = 111]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[NEW_INTENT = 112]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[RECEIVER = 113]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[CREATE_SERVICE = 114]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[SERVICE_ARGS = 115]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[STOP_SERVICE = 116]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[CONFIGURATION_CHANGED = 118]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[CLEAN_UP_CONTEXT = 119]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[GC_WHEN_IDLE = 120]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[BIND_SERVICE = 121]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[UNBIND_SERVICE = 122]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[DUMP_SERVICE = 123]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[LOW_MEMORY = 124]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[ACTIVITY_CONFIGURATION_CHANGED = 125]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[RELAUNCH_ACTIVITY = 126]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[PROFILER_CONTROL = 127]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[CREATE_BACKUP_AGENT = 128]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[DESTROY_BACKUP_AGENT = 129]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[SUICIDE = 130]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[REMOVE_PROVIDER = 131]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[ENABLE_JIT = 132]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[DISPATCH_PACKAGE_BROADCAST = 133]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[SCHEDULE_CRASH = 134]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[DUMP_HEAP = 135]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[DUMP_ACTIVITY = 136]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[SLEEPING = 137]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[SET_CORE_SETTINGS = 138]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[UPDATE_PACKAGE_COMPATIBILITY_INFO = 139]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[TRIM_MEMORY = 140]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[DUMP_PROVIDER = 141]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[UNSTABLE_PROVIDER_DIED = 142]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[REQUEST_ASSIST_CONTEXT_EXTRAS = 143]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[TRANSLUCENT_CONVERSION_COMPLETE = 144]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[INSTALL_PROVIDER = 145]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[ON_NEW_ACTIVITY_OPTIONS = 146]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[CANCEL_VISIBLE_BEHIND = 147]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[BACKGROUND_VISIBLE_BEHIND_CHANGED = 148]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[ENTER_ANIMATION_COMPLETE = 149]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[mMainThreadConfig = new Configuration()]","[]","[PRIVATE]","Optional.empty"
"[HEAP_FULL_COLUMN = ""%13s %8s %8s %8s %8s %8s %8s %8s %8s %8s %8s""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[HEAP_COLUMN = ""%13s %8s %8s %8s %8s %8s %8s %8s""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[ONE_COUNT_COLUMN = ""%21s %8d""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[TWO_COUNT_COLUMNS = ""%21s %8d %21s %8d""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[ONE_COUNT_COLUMN_HEADER = ""%21s %8s""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[ACTIVITY_THREAD_CHECKIN_VERSION = 3]","[]","[PRIVATE, STATIC, FINAL]","Optional[// Formatting for checkin service - update version if row format changes
]"
"[sCurrentBroadcastIntent = new ThreadLocal<Intent>()]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[mThumbnailWidth = -1]","[]","[PRIVATE]","Optional.empty"
"[mThumbnailHeight = -1]","[]","[PRIVATE]","Optional.empty"
"[mAvailThumbnailBitmap = null]","[]","[PRIVATE]","Optional.empty"
"[mThumbnailCanvas = null]","[]","[PRIVATE]","Optional.empty"
"[activity]","[]","[]","Optional.empty"
"[state]","[]","[]","Optional.empty"
"[persistentState]","[]","[]","Optional.empty"
"[description]","[]","[]","Optional.empty"
"[holder]","[]","[PUBLIC, FINAL]","Optional.empty"
"[client]","[]","[PUBLIC, FINAL]","Optional.empty"
"[stableCount]","[]","[PUBLIC]","Optional.empty"
"[unstableCount]","[]","[PUBLIC]","Optional.empty"
"[removePending]","[]","[PUBLIC]","Optional[// here.
]"
"[dropBox]","[]","[PRIVATE]","Optional.empty"
"[mDisplayIntent]","[]","[PRIVATE]","Optional.empty"
"[mPages = new ArrayList<Notification>()]","[]","[PRIVATE]","Optional.empty"
"[mBackground]","[]","[PRIVATE]","Optional.empty"
"[mContentIcon]","[]","[PRIVATE]","Optional.empty"
"[mContentIconGravity = DEFAULT_CONTENT_ICON_GRAVITY]","[]","[PRIVATE]","Optional.empty"
"[mContentActionIndex = UNSET_ACTION_INDEX]","[]","[PRIVATE]","Optional.empty"
"[mCustomSizePreset = SIZE_DEFAULT]","[]","[PRIVATE]","Optional.empty"
"[mCustomContentHeight]","[]","[PRIVATE]","Optional.empty"
"[mGravity = DEFAULT_GRAVITY]","[]","[PRIVATE]","Optional.empty"
"[mHintScreenTimeout]","[]","[PRIVATE]","Optional.empty"
"[TAG = ""CarExtender""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[EXTRA_CAR_EXTENDER = ""android.car.EXTENSIONS""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[EXTRA_LARGE_ICON = ""large_icon""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[EXTRA_CONVERSATION = ""car_conversation""]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
