"Variable","Annotation","Modifier","Comment"
"[mPostedVisibleInitializer]","[]","[PRIVATE]","Optional[/**
 * When showing the zoom, we add the view as a new window. However, there is
 * logic that needs to know the size of the zoom which is determined after
 * it's laid out. Therefore, we must post this logic onto the UI thread so
 * it will be exceuted AFTER the layout. This is the logic.
 */
]"
"[mConfigurationChangedFilter = new IntentFilter(Intent.ACTION_CONFIGURATION_CHANGED)]","[]","[PRIVATE, FINAL]","Optional.empty"
"[mConfigurationChangedReceiver = new BroadcastReceiver() {

    @Override
    public void onReceive(Context context, Intent intent) {
        if (!mIsVisible)
            return;
        mHandler.removeMessages(MSG_POST_CONFIGURATION_CHANGED);
        mHandler.sendEmptyMessage(MSG_POST_CONFIGURATION_CHANGED);
    }
}]","[]","[PRIVATE, FINAL]","Optional[/**
 * Needed to reposition the zoom controls after configuration changes.
 */
]"
"[MSG_POST_CONFIGURATION_CHANGED = 2]","[]","[PRIVATE, STATIC, FINAL]","Optional[/**
 * When configuration changes, this is called after the UI thread is idle.
 */
]"
"[MSG_DISMISS_ZOOM_CONTROLS = 3]","[]","[PRIVATE, STATIC, FINAL]","Optional[/**
 * Used to delay the zoom controller dismissal.
 */
]"
"[MSG_POST_SET_VISIBLE = 4]","[]","[PRIVATE, STATIC, FINAL]","Optional[/**
 * If setVisible(true) is called and the owner view's window token is null,
 * we delay the setVisible(true) call until it is not null.
 */
]"
"[mHandler = new Handler() {

    @Override
    public void handleMessage(Message msg) {
        switch(msg.what) {
            case MSG_POST_CONFIGURATION_CHANGED:
                onPostConfigurationChanged();
                break;
            case MSG_DISMISS_ZOOM_CONTROLS:
                setVisible(false);
                break;
            case MSG_POST_SET_VISIBLE:
                if (mOwnerView.getWindowToken() == null) {
                    // Doh, it is still null, just ignore the set visible call
                    Log.e(TAG, ""Cannot make the zoom controller visible if the owner view is "" + ""not attached to a window."");
                } else {
                    setVisible(true);
                }
                break;
        }
    }
}]","[]","[PRIVATE, FINAL]","Optional.empty"
"[ELLIPSIS_COUNT = 4]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[COLUMNS_ELLIPSIZE = 5]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[START_MASK = 0x1FFFFFFF]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[DIR_SHIFT = 30]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[TAB_MASK = 0x20000000]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[ELLIPSIS_UNDEFINED = 0x80000000]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[CREATOR = new Parcelable.Creator<Keyphrase>() {

    public Keyphrase createFromParcel(Parcel in) {
        return Keyphrase.fromParcel(in);
    }

    public Keyphrase[] newArray(int size) {
        return new Keyphrase[size];
    }
}]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[keyphrases]","[]","[PUBLIC, FINAL]","Optional[// keyword phrases in model
]"
"[CREATOR = new Parcelable.Creator<KeyphraseSoundModel>() {

    public KeyphraseSoundModel createFromParcel(Parcel in) {
        return KeyphraseSoundModel.fromParcel(in);
    }

    public KeyphraseSoundModel[] newArray(int size) {
        return new KeyphraseSoundModel[size];
    }
}]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[RECOGNITION_MODE_VOICE_TRIGGER = 0x1]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Simple recognition of the key phrase
 */
]"
"[RECOGNITION_MODE_USER_IDENTIFICATION = 0x2]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Trigger only if one user is identified
 */
]"
"[RECOGNITION_MODE_USER_AUTHENTICATION = 0x4]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Trigger only if one user is authenticated
 */
]"
"[RECOGNITION_STATUS_SUCCESS = 0]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Recognition success
 */
]"
"[RECOGNITION_STATUS_ABORT = 1]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Recognition aborted (e.g. capture preempted by anotehr use case
 */
]"
"[RECOGNITION_STATUS_FAILURE = 2]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Recognition failure
 */
]"
"[status]","[]","[PUBLIC, FINAL]","Optional[/**
 * Recognition status e.g {@link #RECOGNITION_STATUS_SUCCESS}
 */
]"
"[soundModelHandle]","[]","[PUBLIC, FINAL]","Optional[/**
 * Sound Model corresponding to this event callback
 */
]"
"[captureAvailable]","[]","[PUBLIC, FINAL]","Optional[/**
 * True if it is possible to capture audio from this utterance buffered by the hardware
 */
]"
"[captureSession]","[]","[PUBLIC, FINAL]","Optional[/**
 * Audio session ID to be used when capturing the utterance with an AudioRecord
 * if captureAvailable() is true.
 */
]"
"[captureDelayMs]","[]","[PUBLIC, FINAL]","Optional[/**
 * Delay in ms between end of model detection and start of audio available for capture.
 * A negative value is possible (e.g. if keyphrase is also available for capture)
 */
]"
"[capturePreambleMs]","[]","[PUBLIC, FINAL]","Optional[/**
 * Duration in ms of audio captured before the start of the trigger. 0 if none.
 */
]"
"[triggerInData]","[]","[PUBLIC, FINAL]","Optional[/**
 * True if  the trigger (key phrase capture is present in binary data
 */
]"
"[captureFormat]","[]","[PUBLIC]","Optional[/**
 * Audio format of either the trigger in event data or to use for capture of the
 * rest of the utterance
 */
]"
"[data]","[]","[PUBLIC, FINAL]","Optional[/**
 * Opaque data for use by system applications who know about voice engine internals,
 * typically during enrollment.
 */
]"
"[CREATOR = new Parcelable.Creator<RecognitionEvent>() {

    public RecognitionEvent createFromParcel(Parcel in) {
        return RecognitionEvent.fromParcel(in);
    }

    public RecognitionEvent[] newArray(int size) {
        return new RecognitionEvent[size];
    }
}]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[captureRequested]","[]","[PUBLIC, FINAL]","Optional[/**
 * True if the DSP should capture the trigger sound and make it available for further
 * capture.
 */
]"
"[allowMultipleTriggers]","[]","[PUBLIC, FINAL]","Optional[/**
 * True if the service should restart listening after the DSP triggers.
 * Note: This config flag is currently used at the service layer rather than by the DSP.
 */
]"
"[keyphrases]","[]","[PUBLIC, FINAL]","Optional[/**
 * List of all keyphrases in the sound model for which recognition should be performed with
 * options for each keyphrase.
 */
]"
"[data]","[]","[PUBLIC, FINAL]","Optional[/**
 * Opaque data for use by system applications who know about voice engine internals,
 * typically during enrollment.
 */
]"
"[CREATOR = new Parcelable.Creator<RecognitionConfig>() {

    public RecognitionConfig createFromParcel(Parcel in) {
        return RecognitionConfig.fromParcel(in);
    }

    public RecognitionConfig[] newArray(int size) {
        return new RecognitionConfig[size];
    }
}]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[userId]","[]","[PUBLIC, FINAL]","Optional.empty"
"[confidenceLevel]","[]","[PUBLIC, FINAL]","Optional.empty"
"[CREATOR = new Parcelable.Creator<ConfidenceLevel>() {

    public ConfidenceLevel createFromParcel(Parcel in) {
        return ConfidenceLevel.fromParcel(in);
    }

    public ConfidenceLevel[] newArray(int size) {
        return new ConfidenceLevel[size];
    }
}]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[id]","[]","[PUBLIC, FINAL]","Optional[/**
 * The keyphrase ID
 */
]"
"[recognitionModes]","[]","[PUBLIC, FINAL]","Optional[/**
 * Recognition modes matched for this event
 */
]"
"[coarseConfidenceLevel]","[]","[PUBLIC, FINAL]","Optional[/**
 * Confidence level for mode RECOGNITION_MODE_VOICE_TRIGGER when user identification
 * is not performed
 */
]"
"[confidenceLevels]","[]","[PUBLIC, FINAL]","Optional[/**
 * Confidence levels for all users recognized (KeyphraseRecognitionEvent) or to
 * be recognized (RecognitionConfig)
 */
]"
"[CREATOR = new Parcelable.Creator<KeyphraseRecognitionExtra>() {

    public KeyphraseRecognitionExtra createFromParcel(Parcel in) {
        return KeyphraseRecognitionExtra.fromParcel(in);
    }

    public KeyphraseRecognitionExtra[] newArray(int size) {
        return new KeyphraseRecognitionExtra[size];
    }
}]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[keyphraseExtras]","[]","[PUBLIC, FINAL]","Optional[/**
 * Indicates if the key phrase is present in the buffered audio available for capture
 */
]"
"[CREATOR = new Parcelable.Creator<KeyphraseRecognitionEvent>() {

    public KeyphraseRecognitionEvent createFromParcel(Parcel in) {
        return KeyphraseRecognitionEvent.fromParcel(in);
    }

    public KeyphraseRecognitionEvent[] newArray(int size) {
        return new KeyphraseRecognitionEvent[size];
    }
}]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[SOUNDMODEL_STATUS_UPDATED = 0]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Sound Model was updated
 */
]"
"[status]","[]","[PUBLIC, FINAL]","Optional[/**
 * Status e.g {@link #SOUNDMODEL_STATUS_UPDATED}
 */
]"
"[soundModelHandle]","[]","[PUBLIC, FINAL]","Optional[/**
 * The updated sound model handle
 */
]"
"[data]","[]","[PUBLIC, FINAL]","Optional[/**
 * New sound model data
 */
]"
"[CREATOR = new Parcelable.Creator<SoundModelEvent>() {

    public SoundModelEvent createFromParcel(Parcel in) {
        return SoundModelEvent.fromParcel(in);
    }

    public SoundModelEvent[] newArray(int size) {
        return new SoundModelEvent[size];
    }
}]","[]","[PUBLIC, STATIC, FINAL]","Optional.empty"
"[SERVICE_STATE_ENABLED = 0]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Sound trigger service is enabled
 */
]"
"[SERVICE_STATE_DISABLED = 1]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * Sound trigger service is disabled
 */
]"
"[mIsSingleChoice]","[]","[PUBLIC]","Optional.empty"
"[mCheckedItem = -1]","[]","[PUBLIC]","Optional.empty"
"[mOnCheckboxClickListener]","[]","[PUBLIC]","Optional.empty"
"[mCursor]","[]","[PUBLIC]","Optional.empty"
"[mLabelColumn]","[]","[PUBLIC]","Optional.empty"
"[mIsCheckedColumn]","[]","[PUBLIC]","Optional.empty"
"[mForceInverseBackground]","[]","[PUBLIC]","Optional.empty"
"[mOnItemSelectedListener]","[]","[PUBLIC]","Optional.empty"
"[mOnPrepareListViewListener]","[]","[PUBLIC]","Optional.empty"
"[mRecycleOnMeasure = true]","[]","[PUBLIC]","Optional.empty"
"[mLabelIndex]","[]","[PRIVATE, FINAL]","Optional.empty"
"[mIsCheckedIndex]","[]","[PRIVATE, FINAL]","Optional.empty"
"[TONEMAP_MODE = new Key<Integer>(""android.tonemap.mode"", int.class)]","[@PublicKey]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * <p>High-level global contrast/gamma/tonemapping control.</p>
 * <p>When switching to an application-defined contrast curve by setting
 * {@link CaptureRequest#TONEMAP_MODE android.tonemap.mode} to CONTRAST_CURVE, the curve is defined
 * per-channel with a set of <code>(in, out)</code> points that specify the
 * mapping from input high-bit-depth pixel value to the output
 * low-bit-depth value.  Since the actual pixel ranges of both input
 * and output may change depending on the camera pipeline, the values
 * are specified by normalized floating-point numbers.</p>
 * <p>More-complex color mapping operations such as 3D color look-up
 * tables, selective chroma enhancement, or other non-linear color
 * transforms will be disabled when {@link CaptureRequest#TONEMAP_MODE android.tonemap.mode} is
 * CONTRAST_CURVE.</p>
 * <p>When using either FAST or HIGH_QUALITY, the camera device will
 * emit its own tonemap curve in {@link CaptureRequest#TONEMAP_CURVE android.tonemap.curve}.
 * These values are always available, and as close as possible to the
 * actually used nonlinear/nonglobal transforms.</p>
 * <p>If a request is sent with CONTRAST_CURVE with the camera device's
 * provided curve in FAST or HIGH_QUALITY, the image's tonemap will be
 * roughly the same.</p>
 * <p><b>Possible values:</b>
 * <ul>
 * <li>{@link #TONEMAP_MODE_CONTRAST_CURVE CONTRAST_CURVE}</li>
 * <li>{@link #TONEMAP_MODE_FAST FAST}</li>
 * <li>{@link #TONEMAP_MODE_HIGH_QUALITY HIGH_QUALITY}</li>
 * </ul></p>
 * <p><b>Available values for this device:</b><br>
 * {@link CameraCharacteristics#TONEMAP_AVAILABLE_TONE_MAP_MODES android.tonemap.availableToneMapModes}</p>
 * <p><b>Optional</b> - This value may be {@code null} on some devices.</p>
 * <p><b>Full capability</b> -
 * Present on all camera devices that report being {@link CameraCharacteristics#INFO_SUPPORTED_HARDWARE_LEVEL_FULL HARDWARE_LEVEL_FULL} devices in the
 * {@link CameraCharacteristics#INFO_SUPPORTED_HARDWARE_LEVEL android.info.supportedHardwareLevel} key</p>
 *
 * @see CameraCharacteristics#INFO_SUPPORTED_HARDWARE_LEVEL
 * @see CameraCharacteristics#TONEMAP_AVAILABLE_TONE_MAP_MODES
 * @see CaptureRequest#TONEMAP_CURVE
 * @see CaptureRequest#TONEMAP_MODE
 * @see #TONEMAP_MODE_CONTRAST_CURVE
 * @see #TONEMAP_MODE_FAST
 * @see #TONEMAP_MODE_HIGH_QUALITY
 */
]"
"[LED_TRANSMIT = new Key<Boolean>(""android.led.transmit"", boolean.class)]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * <p>This LED is nominally used to indicate to the user
 * that the camera is powered on and may be streaming images back to the
 * Application Processor. In certain rare circumstances, the OS may
 * disable this when video is processed locally and not transmitted to
 * any untrusted applications.</p>
 * <p>In particular, the LED <em>must</em> always be on when the data could be
 * transmitted off the device. The LED <em>should</em> always be on whenever
 * data is stored locally on the device.</p>
 * <p>The LED <em>may</em> be off if a trusted application is using the data that
 * doesn't violate the above rules.</p>
 * <p><b>Optional</b> - This value may be {@code null} on some devices.</p>
 * @hide
 */
]"
"[BLACK_LEVEL_LOCK = new Key<Boolean>(""android.blackLevel.lock"", boolean.class)]","[@PublicKey]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * <p>Whether black-level compensation is locked
 * to its current values, or is free to vary.</p>
 * <p>Whether the black level offset was locked for this frame.  Should be
 * ON if {@link CaptureRequest#BLACK_LEVEL_LOCK android.blackLevel.lock} was ON in the capture request, unless
 * a change in other capture settings forced the camera device to
 * perform a black level reset.</p>
 * <p><b>Optional</b> - This value may be {@code null} on some devices.</p>
 * <p><b>Full capability</b> -
 * Present on all camera devices that report being {@link CameraCharacteristics#INFO_SUPPORTED_HARDWARE_LEVEL_FULL HARDWARE_LEVEL_FULL} devices in the
 * {@link CameraCharacteristics#INFO_SUPPORTED_HARDWARE_LEVEL android.info.supportedHardwareLevel} key</p>
 *
 * @see CaptureRequest#BLACK_LEVEL_LOCK
 * @see CameraCharacteristics#INFO_SUPPORTED_HARDWARE_LEVEL
 */
]"
"[SYNC_FRAME_NUMBER = new Key<Long>(""android.sync.frameNumber"", long.class)]","[]","[PUBLIC, STATIC, FINAL]","Optional[/**
 * <p>The frame number corresponding to the last request
 * with which the output result (metadata + buffers) has been fully
 * synchronized.</p>
 * <p>When a request is submitted to the camera device, there is usually a
 * delay of several frames before the controls get applied. A camera
 * device may either choose to account for this delay by implementing a
 * pipeline and carefully submit well-timed atomic control updates, or
 * it may start streaming control changes that span over several frame
 * boundaries.</p>
 * <p>In the latter case, whenever a request's settings change relative to
 * the previous submitted request, the full set of changes may take
 * multiple frame durations to fully take effect. Some settings may
 * take effect sooner (in less frame durations) than others.</p>
 * <p>While a set of control changes are being propagated, this value
 * will be CONVERGING.</p>
 * <p>Once it is fully known that a set of control changes have been
 * finished propagating, and the resulting updated control settings
 * have been read back by the camera device, this value will be set
 * to a non-negative frame number (corresponding to the request to
 * which the results have synchronized to).</p>
 * <p>Older camera device implementations may not have a way to detect
 * when all camera controls have been applied, and will always set this
 * value to UNKNOWN.</p>
 * <p>FULL capability devices will always have this value set to the
 * frame number of the request corresponding to this result.</p>
 * <p><em>Further details</em>:</p>
 * <ul>
 * <li>Whenever a request differs from the last request, any future
 * results not yet returned may have this value set to CONVERGING (this
 * could include any in-progress captures not yet returned by the camera
 * device, for more details see pipeline considerations below).</li>
 * <li>Submitting a series of multiple requests that differ from the
 * previous request (e.g. r1, r2, r3 s.t. r1 != r2 != r3)
 * moves the new synchronization frame to the last non-repeating
 * request (using the smallest frame number from the contiguous list of
 * repeating requests).</li>
 * <li>Submitting the same request repeatedly will not change this value
 * to CONVERGING, if it was already a non-negative value.</li>
 * <li>When this value changes to non-negative, that means that all of the
 * metadata controls from the request have been applied, all of the
 * metadata controls from the camera device have been read to the
 * updated values (into the result), and all of the graphics buffers
 * corresponding to this result are also synchronized to the request.</li>
 * </ul>
 * <p><em>Pipeline considerations</em>:</p>
 * <p>Submitting a request with updated controls relative to the previously
 * submitted requests may also invalidate the synchronization state
 * of all the results corresponding to currently in-flight requests.</p>
 * <p>In other words, results for this current request and up to
 * {@link CameraCharacteristics#REQUEST_PIPELINE_MAX_DEPTH android.request.pipelineMaxDepth} prior requests may have their
 * android.sync.frameNumber change to CONVERGING.</p>
 * <p><b>Possible values:</b>
 * <ul>
 * <li>{@link #SYNC_FRAME_NUMBER_CONVERGING CONVERGING}</li>
 * <li>{@link #SYNC_FRAME_NUMBER_UNKNOWN UNKNOWN}</li>
 * </ul></p>
 * <p><b>Available values for this device:</b><br>
 * Either a non-negative value corresponding to a
 * <code>frame_number</code>, or one of the two enums (CONVERGING / UNKNOWN).</p>
 * <p>This key is available on all devices.</p>
 *
 * @see CameraCharacteristics#REQUEST_PIPELINE_MAX_DEPTH
 * @see #SYNC_FRAME_NUMBER_CONVERGING
 * @see #SYNC_FRAME_NUMBER_UNKNOWN
 * @hide
 */
]"
"[mAudioOnNesting]","[]","[]","Optional.empty"
"[mAudioOnTimer]","[]","[]","Optional.empty"
"[mVideoOnNesting]","[]","[]","Optional.empty"
"[mVideoOnTimer]","[]","[]","Optional.empty"
"[mFlashlightOn]","[]","[]","Optional.empty"
"[mFlashlightOnTimer]","[]","[]","Optional.empty"
"[mPhoneSignalStrengthBin = -1]","[]","[]","Optional.empty"
"[mPhoneSignalStrengthBinRaw = -1]","[]","[]","Optional.empty"
"[mPhoneSignalStrengthsTimer = new StopwatchTimer[SignalStrength.NUM_SIGNAL_STRENGTH_BINS]]","[]","[FINAL]","Optional.empty"
"[mPhoneSignalScanningTimer]","[]","[]","Optional.empty"
"[mPhoneDataConnectionType = -1]","[]","[]","Optional.empty"
"[mPhoneDataConnectionsTimer = new StopwatchTimer[NUM_DATA_CONNECTION_TYPES]]","[]","[FINAL]","Optional.empty"
"[mNetworkByteActivityCounters = new LongSamplingCounter[NUM_NETWORK_ACTIVITY_TYPES]]","[]","[FINAL]","Optional.empty"
"[mNetworkPacketActivityCounters = new LongSamplingCounter[NUM_NETWORK_ACTIVITY_TYPES]]","[]","[FINAL]","Optional.empty"
"[mWifiOn]","[]","[]","Optional.empty"
"[mWifiOnTimer]","[]","[]","Optional.empty"
"[mGlobalWifiRunning]","[]","[]","Optional.empty"
"[mGlobalWifiRunningTimer]","[]","[]","Optional.empty"
"[mWifiState = -1]","[]","[]","Optional.empty"
"[mWifiStateTimer = new StopwatchTimer[NUM_WIFI_STATES]]","[]","[FINAL]","Optional.empty"
"[mWifiSupplState = -1]","[]","[]","Optional.empty"
"[mWifiSupplStateTimer = new StopwatchTimer[NUM_WIFI_SUPPL_STATES]]","[]","[FINAL]","Optional.empty"
"[mWifiSignalStrengthBin = -1]","[]","[]","Optional.empty"
"[mWifiSignalStrengthsTimer = new StopwatchTimer[NUM_WIFI_SIGNAL_STRENGTH_BINS]]","[]","[FINAL]","Optional.empty"
"[mBluetoothOn]","[]","[]","Optional.empty"
"[mBluetoothOnTimer]","[]","[]","Optional.empty"
"[mBluetoothState = -1]","[]","[]","Optional.empty"
"[mBluetoothStateTimer = new StopwatchTimer[NUM_BLUETOOTH_STATES]]","[]","[FINAL]","Optional.empty"
"[mMobileRadioPowerState = DataConnectionRealTimeInfo.DC_POWER_STATE_LOW]","[]","[]","Optional.empty"
"[mMobileRadioActiveStartTime]","[]","[]","Optional.empty"
"[mMobileRadioActiveTimer]","[]","[]","Optional.empty"
"[mMobileRadioActivePerAppTimer]","[]","[]","Optional.empty"
"[mMobileRadioActiveAdjustedTime]","[]","[]","Optional.empty"
"[mMobileRadioActiveUnknownTime]","[]","[]","Optional.empty"
"[mMobileRadioActiveUnknownCount]","[]","[]","Optional.empty"
"[mBtHeadset]","[]","[]","Optional[/**
 * Bluetooth headset object
 */
]"
"[mOnBattery]","[]","[]","Optional[/**
 * These provide time bases that discount the time the device is plugged
 * in to power.
 */
]"
"[mOnBatteryInternal]","[]","[]","Optional.empty"
"[mDischargeStartLevel]","[]","[]","Optional[/*
     * These keep track of battery levels (1-100) at the last plug event and the last unplug event.
     */
]"
"[mDischargeUnplugLevel]","[]","[]","Optional.empty"
"[mDischargePlugLevel]","[]","[]","Optional.empty"
"[mDischargeCurrentLevel]","[]","[]","Optional.empty"
"[mCurrentBatteryLevel]","[]","[]","Optional.empty"
"[mLowDischargeAmountSinceCharge]","[]","[]","Optional.empty"
"[mHighDischargeAmountSinceCharge]","[]","[]","Optional.empty"
"[mDischargeScreenOnUnplugLevel]","[]","[]","Optional.empty"
"[mDischargeScreenOffUnplugLevel]","[]","[]","Optional.empty"
"[mDischargeAmountScreenOn]","[]","[]","Optional.empty"
"[mDischargeAmountScreenOnSinceCharge]","[]","[]","Optional.empty"
"[mDischargeAmountScreenOff]","[]","[]","Optional.empty"
"[mDischargeAmountScreenOffSinceCharge]","[]","[]","Optional.empty"
"[MAX_LEVEL_STEPS = 200]","[]","[STATIC, FINAL]","Optional.empty"
"[mInitStepMode = 0]","[]","[]","Optional.empty"
"[mCurStepMode = 0]","[]","[]","Optional.empty"
"[mModStepMode = 0]","[]","[]","Optional.empty"
"[mLastDischargeStepLevel]","[]","[]","Optional.empty"
"[mLastDischargeStepTime]","[]","[]","Optional.empty"
"[mMinDischargeStepLevel]","[]","[]","Optional.empty"
"[mNumDischargeStepDurations]","[]","[]","Optional.empty"
"[mDischargeStepDurations = new long[MAX_LEVEL_STEPS]]","[]","[FINAL]","Optional.empty"
"[mLastChargeStepLevel]","[]","[]","Optional.empty"
"[mLastChargeStepTime]","[]","[]","Optional.empty"
"[mMaxChargeStepLevel]","[]","[]","Optional.empty"
"[mNumChargeStepDurations]","[]","[]","Optional.empty"
"[mChargeStepDurations = new long[MAX_LEVEL_STEPS]]","[]","[FINAL]","Optional.empty"
"[mLastWriteTime = 0]","[]","[]","Optional[// Milliseconds
]"
"[mBluetoothPingCount]","[]","[PRIVATE]","Optional.empty"
"[mBluetoothPingStart = -1]","[]","[PRIVATE]","Optional.empty"
"[mPhoneServiceState = -1]","[]","[PRIVATE]","Optional.empty"
"[mPhoneServiceStateRaw = -1]","[]","[PRIVATE]","Optional.empty"
"[mPhoneSimStateRaw = -1]","[]","[PRIVATE]","Optional.empty"
"[mNumConnectivityChange]","[]","[PRIVATE]","Optional.empty"
"[mLoadedNumConnectivityChange]","[]","[PRIVATE]","Optional.empty"
"[mUnpluggedNumConnectivityChange]","[]","[PRIVATE]","Optional.empty"
"[mKernelWakelockStats = new HashMap<String, SamplingTimer>()]","[]","[PRIVATE, FINAL]","Optional[/*
     * Holds a SamplingTimer associated with each kernel wakelock name being tracked.
     */
]"
"[sKernelWakelockUpdateVersion = 0]","[]","[PRIVATE, STATIC]","Optional.empty"
"[mLastWakeupReason = null]","[]","[]","Optional.empty"
"[mLastWakeupUptimeMs = 0]","[]","[]","Optional.empty"
"[mWakeupReasonStats = new HashMap<>()]","[]","[PRIVATE, FINAL]","Optional.empty"
"[PROC_WAKELOCKS_FORMAT = new int[] { // 0: name
Process.PROC_TAB_TERM | Process.PROC_OUT_STRING | Process.PROC_QUOTES, // 1: count
Process.PROC_TAB_TERM | Process.PROC_OUT_LONG, Process.PROC_TAB_TERM, Process.PROC_TAB_TERM, Process.PROC_TAB_TERM, // 5: totalTime
Process.PROC_TAB_TERM | Process.PROC_OUT_LONG }]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[WAKEUP_SOURCES_FORMAT = new int[] { // 0: name
Process.PROC_TAB_TERM | Process.PROC_OUT_STRING, Process.PROC_TAB_TERM | Process.PROC_COMBINE | // 1: count
Process.PROC_OUT_LONG, Process.PROC_TAB_TERM | Process.PROC_COMBINE, Process.PROC_TAB_TERM | Process.PROC_COMBINE, Process.PROC_TAB_TERM | Process.PROC_COMBINE, Process.PROC_TAB_TERM | Process.PROC_COMBINE, Process.PROC_TAB_TERM | Process.PROC_COMBINE | // 6: totalTime
Process.PROC_OUT_LONG }]","[]","[PRIVATE, STATIC, FINAL]","Optional.empty"
"[mProcWakelocksName = new String[3]]","[]","[PRIVATE, FINAL]","Optional.empty"
"[mProcWakelocksData = new long[3]]","[]","[PRIVATE, FINAL]","Optional.empty"
"[mProcWakelockFileStats = new HashMap<String, KernelWakelockStats>()]","[]","[PRIVATE, FINAL]","Optional[/*
     * Used as a buffer for reading in data from /proc/wakelocks before it is processed and added
     * to mKernelWakelockStats.
     */
]"
"[mNetworkStatsFactory = new NetworkStatsFactory()]","[]","[PRIVATE, FINAL]","Optional.empty"
"[mCurMobileSnapshot = new NetworkStats(SystemClock.elapsedRealtime(), 50)]","[]","[PRIVATE]","Optional.empty"
"[mLastMobileSnapshot = new NetworkStats(SystemClock.elapsedRealtime(), 50)]","[]","[PRIVATE]","Optional.empty"
"[mCurWifiSnapshot = new NetworkStats(SystemClock.elapsedRealtime(), 50)]","[]","[PRIVATE]","Optional.empty"
"[mLastWifiSnapshot = new NetworkStats(SystemClock.elapsedRealtime(), 50)]","[]","[PRIVATE]","Optional.empty"
"[mTmpNetworkStats]","[]","[PRIVATE]","Optional.empty"
"[mTmpNetworkStatsEntry = new NetworkStats.Entry()]","[]","[PRIVATE, FINAL]","Optional.empty"
