"Variable Name","Public","Protected","Private","Static","Final","Type","Initial Value","Annotation","Comment","Class"
"mDrawableTop","false","false","false","false","false","Drawable","null","[]","Optional.empty","\android\widget\TextView.java"
"mTmpExtracted","false","false","false","false","true","ExtractedText","new ExtractedText()","[]","Optional.empty","\android\widget\TextView.java"
"mPaint","false","false","true","false","true","Paint","new Paint(Paint.ANTI_ALIAS_FLAG)","[]","Optional.empty","\android\widget\TextView.java"
"mInput","false","false","true","false","false","KeyListener","null","[]","Optional.empty","\android\widget\TextView.java"
"DRAG_SHADOW_MAX_TEXT_LENGTH","false","false","true","true","false","int","20","[]","Optional.empty","\android\widget\TextView.java"
"mCharWrapper","false","false","true","false","false","CharWrapper","null","[]","Optional.empty","\android\widget\TextView.java"
"mMinimum","false","false","true","false","false","int","0","[]","Optional.empty","\android\widget\TextView.java"
"mInBatchEditControllers","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mTmpOffset","false","false","false","false","false","float","new float[2]","[]","Optional.empty","\android\widget\TextView.java"
"mPreviousTapPositionY","false","false","true","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mPreviousTapPositionX","false","false","true","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mCursorVisible","false","false","true","false","false","boolean","true","[]","Optional.empty","\android\widget\TextView.java"
"mHighlightPaint","false","false","true","false","true","Paint","null","[]","Optional.empty","\android\widget\TextView.java"
"mDrawableSizeTop","false","false","false","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mPreviousTapUpTime","false","false","true","false","false","long","0","[]","Optional[// Double tap detection
]","\android\widget\TextView.java"
"mAutoLinkMask","false","false","true","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"EXTRACT_NOTHING","false","false","false","true","true","int","-2","[]","Optional.empty","\android\widget\TextView.java"
"mSpacingMult","false","false","true","false","false","float","1","[]","Optional.empty","\android\widget\TextView.java"
"DECIMAL","false","false","true","true","true","int","4","[]","Optional.empty","\android\widget\TextView.java"
"VERY_WIDE","false","false","true","true","true","int","16384","[]","Optional[// XXX should be much larger
]","\android\widget\TextView.java"
"mDrawable","false","false","true","false","false","Drawable","null","[]","Optional.empty","\android\widget\TextView.java"
"MARQUEE_PIXELS_PER_SECOND","false","false","true","true","true","int","30","[]","Optional.empty","\android\widget\TextView.java"
"mError","false","false","true","false","false","CharSequence","null","[]","Optional.empty","\android\widget\TextView.java"
"mMaxMode","false","false","true","false","false","int","LINES","[]","Optional.empty","\android\widget\TextView.java"
"mPreviousOffsetIndex","false","false","true","false","false","int","0","[]","Optional.empty","\android\widget\TextView.java"
"mTextEditPasteWindowLayout","false","false","true","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mTouchToWindowOffsetX","false","false","true","false","false","float","null","[]","Optional[// Offset from touch position to mPosition
]","\android\widget\TextView.java"
"mHintBoring","false","false","true","false","false","BoringLayout.Metrics","null","[]","Optional.empty","\android\widget\TextView.java"
"mChangeWatcher","false","false","true","false","false","ChangeWatcher","null","[]","Optional.empty","\android\widget\TextView.java"
"mLastScroll","false","false","true","false","false","long","null","[]","Optional.empty","\android\widget\TextView.java"
"ANIMATED_SCROLL_GAP","false","false","true","true","true","int","250","[]","Optional.empty","\android\widget\TextView.java"
"DELAY_BEFORE_PASTE","false","false","true","true","true","int","2000","[]","Optional.empty","\android\widget\TextView.java"
"mLinksClickable","false","false","true","false","false","boolean","true","[]","Optional.empty","\android\widget\TextView.java"
"mShowErrorAfterAttach","false","false","true","false","false","boolean","null","[]","Optional[/**
 * This flag is set if the TextView tries to display an error before it
 * is attached to the window (so its position is still unknown).
 * It causes the error to be shown later, when onAttachedToWindow()
 * is called.
 */
]","\android\widget\TextView.java"
"mDispatchTemporaryDetach","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mSelectionModeChanged","false","false","false","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mInsertionPointCursorController","false","false","true","false","false","InsertionPointCursorController","null","[]","Optional[// Cursor Controllers.
]","\android\widget\TextView.java"
"mHintTextColor","false","false","true","false","false","ColorStateList","null","[]","Optional.empty","\android\widget\TextView.java"
"mCursorRectInWindow","false","false","false","false","false","Rect","new Rect()","[]","Optional.empty","\android\widget\TextView.java"
"mEllipsize","false","false","true","false","false","TextUtils.TruncateAt","null","[]","Optional.empty","\android\widget\TextView.java"
"DEBUG_EXTRACT","false","false","false","true","true","boolean","false","[]","Optional.empty","\android\widget\TextView.java"
"mTouchFocusSelected","false","false","true","false","false","boolean","false","[]","Optional.empty","\android\widget\TextView.java"
"error","false","false","false","false","false","CharSequence","null","[]","Optional.empty","\android\widget\TextView.java"
"MESSAGE_TICK","false","false","true","true","true","int","0x2","[]","Optional.empty","\android\widget\TextView.java"
"mHighlightPathBogus","false","false","true","false","false","boolean","true","[]","Optional.empty","\android\widget\TextView.java"
"mRestartMarquee","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mTransformation","false","false","true","false","false","TransformationMethod","null","[]","Optional.empty","\android\widget\TextView.java"
"UNKNOWN_BORING","false","false","true","true","true","BoringLayout.Metrics","new BoringLayout.Metrics()","[]","Optional.empty","\android\widget\TextView.java"
"RECENT_CUT_COPY_DURATION","false","false","true","true","true","int","15 * 1000","[]","Optional.empty","\android\widget\TextView.java"
"MARQUEE_STARTING","false","false","true","true","true","byte","0x1","[]","Optional.empty","\android\widget\TextView.java"
"mController","false","false","true","false","true","CursorController","null","[]","Optional.empty","\android\widget\TextView.java"
"mLastParentX","false","false","true","false","false","int","null","[]","Optional[// Parent's (TextView) position in window
]","\android\widget\TextView.java"
"selEnd","false","false","false","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mCompoundRect","false","false","false","false","true","Rect","new Rect()","[]","Optional.empty","\android\widget\TextView.java"
"mMarqueeRepeatLimit","false","false","true","false","false","int","3","[]","Optional.empty","\android\widget\TextView.java"
"mTempCoords","false","false","false","false","true","int","new int[2]","[]","Optional.empty","\android\widget\TextView.java"
"imeActionId","false","false","false","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mFilters","false","false","true","false","false","InputFilter","NO_FILTERS","[]","Optional.empty","\android\widget\TextView.java"
"mPasteViews","false","false","true","false","true","View","new View[4]","[]","Optional.empty","\android\widget\TextView.java"
"SERIF","false","false","true","true","true","int","2","[]","Optional.empty","\android\widget\TextView.java"
